35,20.056,0
37,29.543,0
40,27.7,0
42,19.577,0
45,17.566,0
47,15.877,0
50,15.998,0
52,16.402,0
55,17.936,0
57,18.58,0
60,16.434,0
62,13.909,0
65,11.798,0
67,11.515,0
70,12.334,0
72,12.3,0
75,12.032,0
77,13.447,0
80,13.443,0
82,13.471,0
85,9.56,0
87,7.604,0
90,6.728,0
92,6.789,0
94,8.447,0
97,7.291,0
99,7.411,0
102,8.358,0
104,9.427,0
107,11.222,0
109,11.361,0
112,11.943,0
114,10.994,0
117,10.607,0
119,11.12,0
122,12.689,0
32,16.788,0
35,24.125,0
37,24.679,0
40,28.776,0
42,27.296,0
45,15.926,0
47,15.722,0
50,16.088,0
52,16.877,0
55,17.396,0
57,17.151,0
60,16.881,0
62,16.275,0
65,13.211,0
67,13.014,0
70,12.52,0
72,12.469,0
75,11.957,0
77,13.19,0
80,12.502,0
82,14.732,0
85,9.802,0
87,8.066,0
89,6.856,0
92,6.893,0
94,8.021,0
97,8.381,0
99,7.986,0
102,9.876,0
104,10.7,0
107,11.666,0
109,11.738,0
112,11.642,0
114,10.482,0
117,10.008,0
119,10.939,0
122,15.997,0
32,17.721,0
35,22.768,0
37,28.728,0
40,26.276,0
42,20.151,0
45,18.679,0
47,16.627,0
49,15.814,0
52,16.444,0
54,17.307,0
57,17.786,0
59,17.161,0
62,15.829,0
64,13.131,0
67,11.446,0
69,12.18,0
72,12.354,0
74,12.116,0
77,12.097,0
79,12.973,0
82,13.839,0
84,10.035,0
87,7.764,0
89,7.391,0
92,8.01,0
94,7.728,0
97,7.422,0
99,7.159,0
102,7.717,0
104,8.383,0
107,11.195,0
109,11.523,0
111,12.056,0
114,10.713,0
116,9.985,0
119,10.638,0
121,18.143,0
33,21.492,0
36,25.601,0
38,29.002,0
41,25.729,0
43,16.237,0
46,16.073,0
48,16.08,0
51,16.23,0
53,18.167,0
56,17.925,0
58,18.422,0
61,16.57,0
63,14.321,0
66,12.823,0
68,11.217,0
71,13.467,0
73,11.823,0
76,11.7,0
78,12.051,0
81,14.49,0
83,13.434,0
86,9.096,0
88,7.782,0
90,7.311,0
93,8.043,0
95,8.21,0
98,7.168,0
100,7.665,0
103,8.8,0
105,10.109,0
108,11.065,0
110,11.409,0
113,11.361,0
115,10.654,0
118,10.039,0
120,12.785,0
123,18.65,0
31,20.449,0
34,24.182,0
36,26.449,0
39,26.077,0
41,19.983,0
44,16.844,0
46,16.394,0
49,15.944,0
51,15.74,0
54,16.539,0
56,17.31,0
59,18.494,0
61,16.586,0
64,12.125,0
66,12.176,0
69,9.759,0
71,12.871,0
74,12.368,0
76,12.056,0
79,12.402,0
81,12.683,0
84,11.012,0
31,15.057,0
33,21.569,0
35,25.976,0
38,27.162,0
40,22.442,0
43,20.663,0
45,15.736,0
48,15.956,0
50,16.088,0
53,17.239,0
55,17.125,0
58,18.782,0
60,17.329,0
63,15.287,0
65,13.75,0
68,11.178,0
70,13.18,0
73,12.377,0
75,12.932,0
78,13.424,0
80,13.065,0
83,11.56,0
85,8.49,0
88,8.698,0
90,7.75,0
93,8.22,0
95,7.067,0
97,7.874,0
100,7.915,0
102,8.646,0
105,10.696,0
107,11.292,0
110,12.665,0
112,12.197,0
115,11.71,0
117,12.266,0
120,12.565,0
122,20.037,0
35,22.921,0
37,24.837,0
39,27.699,0
42,19.735,0
44,17.749,0
47,14.181,0
49,14.471,0
52,14.741,0
54,16.427,0
57,17.319,0
59,18.094,0
62,16.2,0
64,12.344,0
67,12.164,0
69,9.917,0
72,12.28,0
74,11.666,0
77,11.479,0
79,13.009,0
82,13.626,0
84,10.984,0
87,8.393,0
89,8.7,0
92,7.396,0
94,8.939,0
97,7.524,0
99,7.265,0
101,8.441,0
104,9.687,0
106,11.357,0
109,11.941,0
111,11.995,0
114,11.476,0
116,11.128,0
119,11.872,0
121,15.044,0
35,22.669,0
37,24.42,0
40,22.382,0
42,20.737,0
45,17.662,0
47,16.713,0
50,16.31,0
52,16.751,0
55,18.387,0
57,18.522,0
60,18.43,0
62,16.247,0
65,12.585,0
67,11.217,0
70,13.663,0
72,11.803,0
75,11.435,0
77,7.509,0
80,12.716,0
33,20.571,0
35,29.069,0
38,28.374,0
40,25.289,0
43,21.629,0
45,17.707,0
48,15.632,0
50,16.423,0
53,17.045,0
55,18,0
58,17.053,0
60,16.082,0
63,14.685,0
65,12.163,0
68,10.938,0
70,11.804,0
72,3.163,0
75,3.163,0
77,6.386,0
80,12.508,0
82,11.26,0
85,10.361,0
87,8.995,0
90,9.454,0
92,8.117,0
95,7.891,0
97,7.817,0
100,7.469,0
102,7.834,0
105,10.22,0
107,10.637,0
110,11.802,0
112,11.063,0
115,11.14,0
117,11.306,0
120,11.536,0
122,17.784,0
32,23.04,0
35,28.643,0
37,25.695,0
40,23.695,0
42,17.901,0
45,18.034,0
47,15.664,0
50,15.597,0
52,15.997,0
55,16.137,0
57,17.217,0
60,17.483,0
62,15.908,0
65,13.381,0
67,12.077,0
70,12.458,0
72,9.043,0
75,9.074,0
77,9.789,0
79,12.069,0
82,13.584,0
84,10.876,0
87,9.017,0
89,10.004,0
92,8.315,0
94,8.78,0
97,8.35,0
99,8.275,0
102,9.094,0
104,9.77,0
107,11.852,0
109,11.779,0
112,12.111,0
114,11.296,0
117,11.305,0
119,11.594,0
122,13.464,0
32,9.281,0
35,15.76,0
37,27.212,0
40,23.394,0
42,18.198,0
44,15.953,0
