34,22.994,0
36,25.598,0
39,23.649,0
41,21.003,0
43,21.562,0
46,33.51,0
48,25.174,0
51,19.09,0
53,18.478,0
56,19.195,0
58,19.789,0
61,18.779,0
63,17.736,0
66,15.37,0
68,14.261,0
71,9.672,0
73,6.401,0
76,8.108,0
78,10.137,0
81,11.408,0
83,12.616,0
86,11.475,0
88,9.315,0
91,10.076,0
34,20.855,0
36,24.345,0
39,29.809,0
41,30.93,0
44,29.422,0
46,28.844,0
49,44.396,0
51,17.933,0
54,17.986,0
56,17.913,0
59,18.606,0
61,19.235,0
64,17.558,0
66,15.865,0
68,13.337,0
71,3.644,0
73,3.736,0
76,6.597,0
78,8.668,0
81,10.449,0
83,11.354,0
86,11.641,0
34,19.777,0
37,25.27,0
39,23.519,0
42,31.777,0
44,27.69,0
47,32.079,0
49,51.545,0
51,17.784,0
54,18.203,0
56,18.867,0
59,19.108,0
61,17.024,0
64,17.006,0
66,15.946,0
69,12.669,0
71,8.482,0
74,6.764,0
76,6.703,0
79,8.718,0
81,10.813,0
84,11.045,0
86,9.636,0
34,7.572,0
36,23.649,0
39,23.529,0
41,23.905,0
44,18.918,0
46,30.811,0
49,23.455,0
51,18.736,0
54,19.13,0
56,19.519,0
59,18.818,0
61,19.231,0
64,17.605,0
66,16.305,0
69,13.999,0
71,9.369,0
74,8.479,0
76,9.65,0
78,9.494,0
81,11.795,0
83,12.593,0
86,11.051,0
88,9.931,0
91,10.244,0
93,10.537,0
96,10.816,0
98,9.419,0
101,8.563,0
103,8.801,0
106,9.914,0
108,11.652,0
111,12.199,0
113,12.396,0
116,12.125,0
118,11.635,0
121,14.104,0
123,19.229,0
34,16.778,0
37,24.176,0
39,23.454,0
42,24.38,0
44,29.313,0
47,35.562,0
49,19.593,0
52,19.026,0
54,18.52,0
57,18.778,0
59,18.309,0
62,17.573,0
64,17.146,0
67,14.921,0
69,13.634,0
72,5.373,0
74,5.487,0
77,7.665,0
79,10.343,0
82,11.459,0
84,11.668,0
86,11.369,0
33,11.716,0
36,26.353,0
38,24.493,0
41,21.776,0
43,20.866,0
46,19.003,0
48,26.383,0
51,19.223,0
53,18.182,0
56,18.866,0
58,19.859,0
61,19.259,0
63,18.883,0
66,15.639,0
68,14.577,0
71,6.572,0
73,5.811,0
76,8.059,0
78,9.336,0
81,11.466,0
83,10.687,0
85,10.584,0
88,9.804,0
90,11.172,0
34,16.912,0
37,24.963,0
39,23.632,0
42,23.684,0
44,19.558,0
47,33.158,0
49,54.991,0
52,17.672,0
54,18.06,0
57,17.962,0
59,18.339,0
62,17.732,0
64,17.707,0
67,15.334,0
69,12.863,0
72,6.777,0
74,8.507,0
76,8.23,0
79,10.66,0
81,11.641,0
84,12.031,0
86,9.649,0
89,9.445,0
91,9.703,0
94,10.285,0
96,9.883,0
99,9.408,0
101,9.523,0
104,10.079,0
106,10.404,0
109,11.832,0
111,11.759,0
114,11.526,0
116,11.143,0
119,11.222,0
