System Replica Z Radius.Max Radius.Min Radius.FrameCount Radius.StdDev Radius.Mean Radius_p1std Radius_m1std Radius_p2std Radius_m2std offZ
nolig_neg200mV 1us 24.789979642857137 19.992475930077244 14.98252668122857 496.0 0.8733729483111855 19.29955910467367 20.172932052984855 18.426186156362483 21.04630500129604 17.552813208051298 -59.21002035714287
nolig_neg200mV 1us 25.792603630952375 19.987005727800415 14.995883449590474 496.0 0.9151382826519121 19.19453237741599 20.109670660067902 18.279394094764076 21.02480894271981 17.364255812112166 -58.20739636904763
nolig_neg200mV 1us 26.795227619047612 19.988696220822668 14.98162735085715 496.0 0.9759529138854092 19.057448796526153 20.03340171041156 18.081495882640745 21.00935462429697 17.105542968755334 -57.20477238095239
nolig_neg200mV 1us 27.79785160714285 19.970439788170964 14.311931469714288 496.0 1.0734567016046277 18.900077862781632 19.97353456438626 17.826621161177005 21.046991265990886 16.75316445957238 -56.202148392857154
nolig_neg200mV 1us 28.800475595238087 19.97758790682844 13.954286800714286 496.0 1.212087488601724 18.70209741097565 19.914184899577375 17.490009922373925 21.1262723881791 16.2779224337722 -55.19952440476192
nolig_neg200mV 1us 29.803099583333324 19.971032727768648 13.253570317200003 496.0 1.3514287159135183 18.394625805543495 19.746054521457012 17.043197089629977 21.097483237370533 15.691768373716458 -54.19690041666668
nolig_neg200mV 1us 30.80572357142856 19.939224869771436 12.63114838828572 496.0 1.4396170750417905 17.904845593013242 19.344462668055034 16.46522851797145 20.78407974309682 15.02561144292966 -53.19427642857144
nolig_neg200mV 1us 31.8083475595238 19.88209061307144 12.113735301076193 496.0 1.4394609535481409 17.317449952426806 18.756910905974948 15.877988998878665 20.196371859523087 14.438528045330525 -52.191652440476204
nolig_neg200mV 1us 32.81097154761904 19.540198043371436 11.558739551161906 496.0 1.396001605595029 16.675813580044263 18.07181518563929 15.279811974449235 19.46781679123432 13.883810368854204 -51.18902845238096
nolig_neg200mV 1us 33.81359553571428 18.762634091357143 10.98890461035715 496.0 1.3421420180423786 16.030441612369142 17.37258363041152 14.688299594326763 18.7147256484539 13.346157576284384 -50.18640446428572
nolig_neg200mV 1us 34.816219523809515 18.78647015817143 10.4003889616381 496.0 1.2887036722774179 15.388048022420152 16.676751694697572 14.099344350142735 17.96545536697499 12.810640677865317 -49.183780476190485
nolig_neg200mV 1us 35.81884351190476 18.647624791114286 9.875291481242858 496.0 1.2460618800502468 14.747217944553675 15.993279824603922 13.501156064503428 17.23934170465417 12.255094184453181 -48.18115648809524
nolig_neg200mV 1us 36.8214675 18.1300311364 9.423080058200002 496.0 1.2022682039284722 14.119403893317346 15.321672097245818 12.917135689388873 16.52394030117429 11.7148674854604 -47.1785325
nolig_neg200mV 1us 37.824091488095235 17.44318205029048 9.049280612180954 496.0 1.161303290006072 13.511585379270104 14.672888669276176 12.35028208926403 15.834191959282247 11.18897879925796 -46.175908511904765
nolig_neg200mV 1us 38.82671547619047 16.687452153333336 8.726602073333334 496.0 1.1313427725810028 12.922669889578419 14.054012662159423 11.791327116997415 15.185355434740424 10.659984344416413 -45.17328452380953
nolig_neg200mV 1us 39.82933946428571 15.884192611714289 8.4661828851 496.0 1.0950031645637037 12.360199955514826 13.45520312007853 11.265196790951123 14.550206284642233 10.17019362638742 -44.17066053571429
nolig_neg200mV 1us 40.83196345238095 15.174845763980954 8.293467600914287 496.0 1.065526768801288 11.820846676189426 12.886373444990713 10.755319907388138 13.951900213792001 9.68979313858685 -43.16803654761905
nolig_neg200mV 1us 41.834587440476184 14.484582527209527 8.072416439590477 496.0 1.03767872496992 11.301729148065917 12.339407873035837 10.264050423095997 13.377086598005757 9.226371698126076 -42.165412559523816
nolig_neg200mV 1us 42.83721142857142 13.82914060091429 7.179659790857147 496.0 1.0055168446636802 10.811306561694257 11.816823406357937 9.805789717030578 12.822340251021618 8.800272872366897 -41.16278857142858
nolig_neg200mV 1us 43.83983541666666 13.221845436666671 7.069347483366666 496.0 0.970617015836969 10.352197505429242 11.322814521266212 9.381580489592272 12.29343153710318 8.410963473755304 -40.16016458333334
nolig_neg200mV 1us 44.8424594047619 12.66043743176191 7.115787437571432 496.0 0.933368280115931 9.930237941990109 10.86360622210604 8.996869661874179 11.796974502221971 8.063501381758247 -39.1575405952381
nolig_neg200mV 1us 45.845083392857134 12.12445212458572 6.759995979928574 496.0 0.8933515419157007 9.550709956692812 10.444061498608512 8.65735841477711 11.337413040524213 7.76400687286141 -38.154916607142866
nolig_neg200mV 1us 46.84770738095237 11.655018078952384 6.391990772666668 496.0 0.8563105596051648 9.212849237907148 10.069159797512313 8.356538678301984 10.925470357117478 7.500228118696819 -37.15229261904763
nolig_neg200mV 1us 47.85033136904761 11.249655642971433 6.141514268976192 496.0 0.8198988581041912 8.928998430011989 9.74889728811618 8.109099571907798 10.568796146220372 7.289200713803607 -36.14966863095239
nolig_neg200mV 1us 48.85295535714285 10.931511989800004 5.9271561881714305 496.0 0.7949240884872494 8.687537082658059 9.482461171145308 7.892612994170809 10.277385259632558 7.09768890568356 -35.14704464285715
nolig_neg200mV 1us 49.855579345238084 10.582685969095243 5.860362511247619 496.0 0.7715534559707333 8.497898195895855 9.26945165186659 7.726344739925122 10.041005107837321 6.954791283954389 -34.144420654761916
nolig_neg200mV 1us 50.85820333333333 10.22188872026667 5.823485277333334 496.0 0.7527438281898251 8.361286975640857 9.114030803830682 7.608543147451032 9.866774632020507 6.855799319261207 -33.14179666666667
nolig_neg200mV 1us 51.860827321428566 10.084243473214286 5.048497681528572 496.0 0.7571247990373402 8.273498847932744 9.030623646970085 7.516374048895404 9.787748446007425 6.759249249858064 -32.139172678571434
nolig_neg200mV 1us 52.8634513095238 10.066875277457143 4.2621967473333315 496.0 0.7766275388022874 8.229779460631244 9.006406999433532 7.453151921828956 9.78303453823582 6.676524383026669 -31.136548690476197
nolig_neg200mV 1us 53.86607529761904 10.067854060133334 4.7949335876619 496.0 0.7800707016062957 8.219570225946637 8.999640927552932 7.439499524340341 9.779711629159229 6.6594288227340455 -30.13392470238096
nolig_neg200mV 1us 54.86869928571428 10.13095025805714 5.381484738685712 496.0 0.7891609708955342 8.242837564757718 9.031998535653251 7.453676593862183 9.821159506548787 6.66451562296665 -29.13130071428572
nolig_neg200mV 1us 55.871323273809516 10.36633693397619 5.220691571904762 496.0 0.8014804497666195 8.305951228882513 9.107431678649133 7.504470779115894 9.908912128415752 6.702990329349275 -28.128676726190484
nolig_neg200mV 1us 56.87394726190475 10.755551751523807 5.233239545971431 496.0 0.819939217162835 8.425079728850696 9.24501894601353 7.6051405116878605 10.064958163176366 6.7852012945250255 -27.126052738095247
nolig_neg200mV 1us 57.87657124999999 10.986001304499998 5.194098404500001 496.0 0.832645853073154 8.607235005045979 9.439880858119134 7.774589151972825 10.272526711192286 6.941943298899671 -26.12342875000001
nolig_neg200mV 1us 58.87919523809523 11.071933791657138 5.3272142497523784 496.0 0.8473914014160342 8.84348547406413 9.690876875480164 7.996094072648095 10.538268276896197 7.148702671232061 -25.120804761904772
nolig_neg200mV 1us 59.881819226190466 11.245617198499996 5.5942451455952344 496.0 0.8527250223714427 9.108005395215839 9.960730417587282 8.255280372844396 10.813455439958725 7.402555350472953 -24.118180773809534
nolig_neg200mV 1us 60.8844432142857 11.475701487599995 5.851601094228571 496.0 0.8450371192524965 9.372638858906791 10.217675978159289 8.527601739654294 11.062713097411784 7.6825646204017985 -23.115556785714297
nolig_neg200mV 1us 61.88706720238094 11.45933230619524 5.8063495133666665 496.0 0.828804476973652 9.602334658272243 10.431139135245894 8.773530181298591 11.259943612219548 7.944725704324939 -22.11293279761906
nolig_neg200mV 1us 62.88969119047618 11.523083161295236 5.968228855009523 496.0 0.804124584093007 9.78863186564174 10.592756449734747 8.984507281548733 11.396881033827754 8.180382697455727 -21.110308809523822
nolig_neg200mV 1us 63.892315178571415 11.57993766487143 6.322658100599997 496.0 0.7911014665393651 9.904217474285112 10.695318940824476 9.113116007745747 11.486420407363841 8.322014541206382 -20.107684821428585
nolig_neg200mV 1us 64.89493916666665 11.54404048166667 6.753808456666662 496.0 0.7732883124499934 9.946946460706446 10.72023477315644 9.173658148256452 11.493523085606434 8.400369835806458 -19.105060833333354
nolig_neg200mV 1us 65.89756315476188 11.319160169071436 6.387537318761903 496.0 0.7822477872146844 9.922622708952956 10.70487049616764 9.140374921738271 11.487118283382324 8.358127134523587 -18.102436845238117
nolig_neg200mV 1us 66.90018714285712 11.1273554936 6.296237503314286 496.0 0.8072063659953335 9.802099992230186 10.60930635822552 8.994893626234852 11.416512724220853 8.18768726023952 -17.09981285714288
nolig_neg200mV 1us 67.90281113095236 11.126292275547621 6.0692791426666695 496.0 0.8340571927572429 9.600943922882356 10.435001115639599 8.766886730125114 11.269058308396842 7.932829537367871 -16.097188869047642
nolig_neg200mV 1us 68.9054351190476 11.034926888857136 5.920138796723811 496.0 0.8381806138728188 9.34356175485313 10.18174236872595 8.505381140980312 11.019922982598768 7.667200527107493 -15.094564880952404
nolig_neg200mV 1us 69.90805910714283 11.140486577100003 5.389999064714296 496.0 0.8337180473874826 9.079983466069221 9.913701513456704 8.246265418681737 10.747419560844186 7.412547371294256 -14.091940892857167
nolig_neg200mV 1us 70.91068309523807 10.762834280514287 4.957506019047621 496.0 0.8224464272556633 8.827103286086176 9.64954971334184 8.004656858830513 10.471996140597502 7.18221043157485 -13.08931690476193
nolig_neg200mV 1us 71.91330708333331 10.42698332840001 4.312807690300001 496.0 0.812652521001329 8.595599696470776 9.408252217472105 7.782947175469447 10.220904738473434 6.970294654468118 -12.086692916666692
nolig_neg200mV 1us 72.91593107142855 10.032743767857152 3.7712788720857158 496.0 0.8205683734368737 8.378866824980653 9.199435198417527 7.558298451543779 10.020003571854401 6.737730078106906 -11.084068928571455
nolig_neg200mV 1us 73.91855505952378 9.700661379100008 3.4497044797142866 496.0 0.8420489971492617 8.167849566908165 9.009898564057426 7.325800569758903 9.85194756120669 6.483751572609641 -10.081444940476217
nolig_neg200mV 1us 74.92117904761902 9.549032967161908 3.446295039009523 496.0 0.8697951236295043 7.952224889647399 8.822020013276903 7.082429766017894 9.691815136906406 6.21263464238839 -9.07882095238098
nolig_neg200mV 1us 75.92380303571427 9.513815923814288 3.470178828071429 496.0 0.9042239941541894 7.744118050242025 8.648342044396214 6.839894056087836 9.552566038550404 5.935670061933646 -8.076196964285728
nolig_neg200mV 1us 76.92642702380951 9.280431632000017 3.3467082489523703 496.0 0.9588535017697218 7.550385660895907 8.50923916266563 6.591532159126185 9.468092664435352 5.632678657356464 -7.073572976190491
nolig_neg200mV 1us 77.92905101190475 9.018640705757148 3.753825735252383 496.0 0.9923254844698133 7.38034636041653 8.372671844886343 6.388020875946717 9.364997329356157 5.395695391476903 -6.070948988095253
nolig_neg200mV 1us 78.93167499999998 8.915758276000005 3.1310423920000074 496.0 1.0344338075722808 7.2248442664387085 8.25927807401099 6.1904104588664275 9.29371188158327 5.1559766512941465 -5.068325000000016
nolig_neg200mV 1us 79.93429898809522 8.812639276857148 2.8500554861904783 496.0 1.0563666224796258 7.096128827196533 8.15249544967616 6.039762204716907 9.208862072155785 4.983395582237281 -4.065701011904778
nolig_neg200mV 1us 80.93692297619046 8.803045831771431 2.790516290914285 496.0 1.0717505688010587 6.976069870944206 8.047820439745266 5.904319302143148 9.119571008546323 4.8325687333420895 -3.063077023809541
nolig_neg200mV 1us 81.9395469642857 8.667800468785712 2.961425990871426 496.0 1.0525629387756053 6.860243867929533 7.912806806705138 5.807680929153928 8.965369745480743 4.755117990378323 -2.0604530357143034
nolig_neg200mV 1us 82.94217095238093 8.691377450019056 3.1801751643428546 496.0 0.984250557729373 6.766156542657833 7.750407100387206 5.78190598492846 8.734657658116578 4.797655427199087 -1.057829047619066
nolig_neg200mV 1us 83.94479494047617 8.484720819361913 3.510404067423805 496.0 0.9219704363253923 6.68977769658319 7.611748132908582 5.767807260257797 8.533718569233974 4.845836823932405 -0.05520505952382848
nolig_neg200mV 1us 84.94741892857141 8.331281733514288 3.652495407428569 496.0 0.8669502276914618 6.633887337516932 7.5008375652083945 5.76693710982547 8.367787792899856 4.899986882134009 0.947418928571409
nolig_neg200mV 1us 85.95004291666665 8.180520139866681 3.92449164063333 496.0 0.8249367459335389 6.594869959498398 7.419806705431937 5.769933213564859 8.244743451365476 4.94499646763132 1.9500429166666464
nolig_neg200mV 1us 86.95266690476188 8.265702790399994 4.272071812114279 496.0 0.8100343791763919 6.598771944805194 7.408806323981586 5.788737565628803 8.218840703157978 4.97870318645241 2.952666904761884
nolig_neg200mV 1us 87.95529089285712 8.63690279607142 3.5152583139714197 496.0 0.8145675667146166 6.6401982309346765 7.454765797649293 5.82563066422006 8.26933336436391 5.011063097505444 3.9552908928571213
nolig_neg200mV 1us 88.95791488095236 8.88549629630476 3.896183317352374 496.0 0.842146533908541 6.729487713371428 7.571634247279969 5.887341179462887 8.41378078118851 5.045194645554346 4.957914880952359
nolig_neg200mV 1us 89.9605388690476 8.927335601399996 4.213621003795234 496.0 0.8747951003924925 6.881139737064611 7.7559348374571035 6.006344636672119 8.630729937849596 5.131549536279627 5.960538869047596
nolig_neg200mV 1us 90.96316285714283 9.038586098057145 4.348940013714293 496.0 0.8968692490963813 7.089952970777182 7.986822219873563 6.1930837216808 8.883691468969944 5.296214472584419 6.963162857142834
nolig_neg200mV 1us 91.96578684523807 9.274320714699991 4.262392037314285 496.0 0.9199468302645037 7.328239943117803 8.248186773382308 6.4082931128533 9.168133603646812 5.488346282588796 7.965786845238071
nolig_neg200mV 1us 92.96841083333331 9.690371796266659 4.400860944266659 496.0 0.934737485828085 7.580597427332915 8.515334913161 6.645859941504829 9.450072398989086 5.711122455676745 8.968410833333309
nolig_neg200mV 1us 93.97103482142855 9.656967936814294 4.67859109772856 496.0 0.9169810507408939 7.827557665135794 8.744538715876688 6.9105766143949 9.661519766617582 5.993595563654006 9.971034821428546
nolig_neg200mV 1us 94.97365880952378 9.678601860304763 4.908721921485711 496.0 0.8856075698809125 8.044761643052416 8.930369212933329 7.1591540731715035 9.815976782814241 6.273546503290591 10.973658809523783
nolig_neg200mV 1us 95.97628279761902 9.786455146404759 5.165102288785707 496.0 0.84287592441955 8.215095164547435 9.057971088966985 7.372219240127885 9.900847013386535 6.529343315708335 11.976282797619021
nolig_neg200mV 1us 96.97890678571426 9.968039661657132 5.467919241257132 496.0 0.7823113094551274 8.31575206563853 9.098063375093659 7.533440756183404 9.880374684548785 6.751129446728276 12.978906785714258
nolig_neg200mV 1us 97.9815307738095 9.733960143600008 5.474987998428574 496.0 0.7208193076221212 8.33063035315944 9.05144966078156 7.609811045537319 9.772268968403683 6.888991737915198 13.981530773809496
nolig_neg200mV 1us 98.98415476190473 9.655947425066673 5.451726523047617 496.0 0.6687629867190333 8.271246572029266 8.940009558748299 7.602483585310233 9.608772545467334 6.9337205985912 14.984154761904733
nolig_neg200mV 1us 99.98677874999997 9.628548439 5.469416463800005 496.0 0.6286039047677071 8.194572093715529 8.823175998483237 7.565968188947822 9.451779903250943 6.937364284180115 15.98677874999997
nolig_neg200mV 1us 100.98940273809521 9.58050407109524 5.186148652533346 496.0 0.5951983024779831 8.135961833001351 8.731160135479335 7.5407635305233685 9.326358437957317 6.9455652280453855 16.989402738095208
nolig_neg200mV 1us 101.99202672619045 9.477457267252383 4.626910687928586 496.0 0.5662859987536958 8.117306524074028 8.683592522827723 7.551020525320332 9.249878521581419 6.984734526566636 17.992026726190446
nolig_neg200mV 1us 102.99465071428568 9.433793456628571 4.395709404571428 496.0 0.544342811147353 8.151099370795501 8.695442181942854 7.606756559648148 9.239784993090208 7.062413748500795 18.994650714285683
nolig_neg200mV 1us 103.99727470238092 9.394007497900002 4.990713906837972 496.0 0.5215195566215813 8.234530745209055 8.756050301830637 7.7130111885874735 9.277569858452217 7.191491631965892 19.99727470238092
nolig_neg200mV 1us 104.99989869047616 9.478063395285709 5.790542631638094 496.0 0.4991808090829677 8.372922734591414 8.872103543674381 7.873741925508447 9.37128435275735 7.374561116425479 20.999898690476158
nolig_neg200mV 1us 106.0025226785714 9.651487803457135 5.760534004642857 496.0 0.5094709375428327 8.550111271622923 9.059582209165756 8.04064033408009 9.569053146708589 7.5311693965372575 22.002522678571395
nolig_neg200mV 1us 107.00514666666665 9.997350146133332 5.913392284799994 496.0 0.5229785091207282 8.766425236742462 9.28940374586319 8.243446727621734 9.812382254983918 7.720468218501006 23.005146666666647
nolig_neg200mV 1us 108.00777065476188 10.272709819290464 6.475983668157136 496.0 0.5288033706506945 9.016403820703259 9.545207191353953 8.487600450052565 10.074010562004649 7.95879707940187 24.007770654761885
nolig_neg200mV 1us 109.01039464285712 10.553092469657143 6.778853023714275 496.0 0.5312104395230838 9.273810316102695 9.80502075562578 8.742599876579611 10.336231195148862 8.211389437056528 25.010394642857122
nolig_neg200mV 1us 110.01301863095236 10.781388424361902 7.1481334714761875 496.0 0.5247521849003652 9.49694336834596 10.021695553246325 8.972191183445595 10.546447738146691 8.447438998545229 26.01301863095236
nolig_neg200mV 1us 111.0156426190476 10.941209020514288 7.2673466356190595 496.0 0.5467321142021131 9.639479716800924 10.186211831003037 9.092747602598811 10.73294394520515 8.546015488396698 27.015642619047597
nolig_neg200mV 1us 112.01826660714283 11.07438710035713 6.679206148285729 496.0 0.6037426111171724 9.668346543289084 10.272089154406256 9.064603932171913 10.87583176552343 8.46086132105474 28.018266607142834
nolig_neg200mV 1us 113.02089059523807 11.065654624999993 6.080179860066681 496.0 0.6821708064956867 9.56739984374798 10.249570650243667 8.885229037252293 10.931741456739353 8.203058230756607 29.020890595238072
nolig_neg200mV 1us 114.02351458333331 11.213511975533319 5.581727371300012 496.0 0.7623540503637283 9.35638398313274 10.118738033496468 8.594029932769013 10.881092083860198 7.831675882405284 30.02351458333331
nolig_neg200mV 1us 115.02613857142855 11.179480446857154 5.170441759542868 496.0 0.8189878740480233 9.078468554639644 9.897456428687667 8.25948068059162 10.71644430273569 7.440492806543597 31.026138571428547
nolig_neg200mV 1us 116.02876255952378 10.832465206861912 4.791136711019056 496.0 0.8495304681802521 8.774242962148007 9.623773430328258 7.924712493967754 10.473303898508512 7.075182025787503 32.028762559523784
nolig_neg200mV 1us 117.03138654761902 10.582790154190482 4.5564062877142915 496.0 0.8761985053577414 8.470001000486047 9.346199505843789 7.593802495128306 10.222398011201529 6.717603989770564 33.03138654761902
nolig_neg200mV 1us 118.03401053571426 10.55789967297143 4.453158217657146 496.0 0.8909398771627447 8.194602752162066 9.085542629324811 7.303662874999321 9.976482506487555 6.4127229978365765 34.03401053571426
nolig_neg200mV 1us 119.0366345238095 10.213151512019055 4.099163723428578 496.0 0.9017848147215489 7.9534718775396005 8.855256692261149 7.0516870628180515 9.757041506982699 6.149902248096502 35.0366345238095
nolig_neg200mV 1us 120.03925851190473 9.986158620166675 3.71715604759527 496.0 0.9096615314496164 7.762422111664166 8.672083643113782 6.852760580214549 9.581745174563398 5.943099048764934 36.039258511904734
nolig_neg200mV 1us 121.04188249999997 10.445800228599985 4.4370225036 496.0 0.9047320994402055 7.6377033754334605 8.542435474873667 6.732971275993255 9.447167574313871 5.8282391765530495 37.04188249999997
nolig_neg200mV 1us 122.04450648809521 10.992978814547604 4.194131332619054 496.0 0.9077693299539782 7.590363026007117 8.498132355961095 6.682593696053139 9.405901685915074 5.7748243660991605 38.04450648809521
nolig_neg200mV 1us 123.04713047619045 11.588698205257126 3.9907472126857195 496.0 0.9153188089427611 7.633675375438711 8.548994184381472 6.718356566495951 9.464312993324233 5.80303775755319 39.047130476190446
nolig_neg200mV 1us 124.0497544642857 12.22573314649999 3.8522330269142864 496.0 0.9344074441206723 7.7557913956913245 8.690198839811996 6.8213839515706525 9.62460628393267 5.88697650744998 40.0497544642857
nolig_neg200mV 1us 125.05237845238092 12.907017109961885 3.9054671288571385 496.0 0.9537254983658547 7.961573140554542 8.915298638920397 7.007847642188687 9.869024137286251 6.054122143822832 41.05237845238092
nolig_neg200mV 1us 126.05500244047617 13.492689363180943 4.1765502005857105 496.0 0.9746097201471218 8.246584536263617 9.221194256410739 7.271974816116495 10.19580397655786 6.297365095969374 42.05500244047617
nolig_neg200mV 1us 127.0576264285714 14.09183130319998 4.444046417885707 496.0 1.0073653515019274 8.597405241009895 9.604770592511823 7.590039889507968 10.61213594401375 6.5826745380060405 43.057626428571396
nolig_neg200mV 1us 128.06025041666666 14.734489691133332 4.788551149633327 496.0 1.0376213649588395 9.010921161799457 10.048542526758297 7.973299796840617 11.086163891717137 6.935678431881778 44.06025041666666
nolig_neg200mV 1us 129.06287440476189 15.414166967142846 5.312554489857123 496.0 1.065844196270382 9.48204749010988 10.547891686380261 8.416203293839498 11.613735882650644 7.3503590975691155 45.062874404761885
nolig_neg200mV 1us 130.06549839285714 16.12866235195714 5.988244139757128 496.0 1.086972345930694 10.007570682535171 11.094543028465864 8.920598336604478 12.18151537439656 7.833625990673783 46.06549839285714
nolig_neg200mV 1us 131.06812238095236 16.873258591199985 6.712419635657117 496.0 1.1062606687206433 10.578302153623566 11.68456282234421 9.472041484902922 12.790823491064852 8.36578081618228 47.06812238095236
nolig_neg200mV 1us 132.0707463690476 17.644411247366666 7.4380185740333395 496.0 1.128837976839717 11.194683767136405 12.323521743976123 10.065845790296688 13.452359720815839 8.937007813456972 48.07074636904761
nolig_neg200mV 1us 133.07337035714284 18.438688967142838 8.146160973428566 496.0 1.1572392805623914 11.847534904911619 13.00477418547401 10.690295624349227 14.162013466036402 9.533056343786836 49.073370357142835
nolig_neg200mV 1us 134.0759943452381 19.253342951785708 8.76974806901427 496.0 1.180879813256842 12.52054352207224 13.701423335329082 11.339663708815397 14.882303148585924 10.158783895558555 50.07599434523809
nolig_neg200mV 1us 135.0786183333333 20.0 9.513384328266634 496.0 1.2034255934420515 13.225434080992718 14.42885967443477 12.022008487550666 15.63228526787682 10.818582894108616 51.07861833333331
nolig_neg200mV 1us 136.08124232142856 20.0 9.94855548264285 496.0 1.2184741563081876 13.94809167135573 15.166565827663918 12.729617515047542 16.385039983972106 11.511143358739355 52.08124232142856
nolig_neg200mV 1us 137.08386630952378 20.0 10.66227457285713 496.0 1.2239975158320686 14.708948436951683 15.932945952783752 13.484950921119614 17.15694346861582 12.260953405287546 53.083866309523785
nolig_neg200mV 1us 138.08649029761904 20.0 11.475613976109525 496.0 1.2270770621894735 15.468254828159802 16.695331890349276 14.241177765970328 17.92240895253875 13.014100703780855 54.08649029761904
