System Replica Z Radius.Max Radius.Min Radius.FrameCount Radius.StdDev Radius.Mean Radius_p1std Radius_m1std Radius_p2std Radius_m2std offZ
neg200mV 1us -5.43431 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -89.43431
neg200mV 1us -4.432794972067039 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -88.43279497206704
neg200mV 1us -3.431279944134078 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -87.43127994413408
neg200mV 1us -2.4297649162011172 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -86.42976491620112
neg200mV 1us -1.428249888268156 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -85.42824988826816
neg200mV 1us -0.4267348603351948 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -84.42673486033519
neg200mV 1us 0.5747801675977655 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -83.42521983240223
neg200mV 1us 1.5762951955307267 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -82.42370480446927
neg200mV 1us 2.577810223463688 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -81.42218977653631
neg200mV 1us 3.5793252513966483 20.0 20.0 496.0 0.0 20.0 20.0 20.0 20.0 20.0 -80.42067474860335
neg200mV 1us 4.58084027932961 20.0 19.28971497975419 496.0 0.06665636190165294 19.94046258345117 20.007118945352822 19.873806221549515 20.073775307254476 19.80714985964786 -79.4191597206704
neg200mV 1us 5.582355307262571 20.0 18.57364801927151 496.0 0.09342324581211656 19.91600707370273 20.009430319514845 19.822583827890615 20.102853565326964 19.729160582078496 -78.41764469273743
neg200mV 1us 6.583870335195531 20.0 17.892811854167597 496.0 0.14858594995333602 19.8999724282943 20.048558378247638 19.751386478340965 20.197144328200974 19.60280052838763 -77.41612966480447
neg200mV 1us 7.585385363128493 20.0 17.248319301479327 496.0 0.2106335341913917 19.875267721997435 20.085901256188826 19.664634187806044 20.296534790380218 19.454000653614653 -76.4146146368715
neg200mV 1us 8.586900391061453 20.0 16.653158532455866 496.0 0.28084257142148794 19.8428072906198 20.123649862041287 19.56196471919831 20.404492433462774 19.281122147776824 -75.41309960893855
neg200mV 1us 9.588415418994416 20.0 16.102849677354186 496.0 0.35044424624284937 19.80256258105876 20.153006827301606 19.45211833481591 20.503451073544458 19.10167408857306 -74.41158458100558
neg200mV 1us 10.589930446927376 20.0 15.604515594413407 496.0 0.4380269274979934 19.753618600056885 20.19164552755488 19.31559167255889 20.629672455052873 18.877564745060898 -73.41006955307262
neg200mV 1us 11.591445474860336 20.0 15.16409455557542 496.0 0.5326951564865873 19.702272853741515 20.2349680102281 19.16957769725493 20.76766316671469 18.63688254076834 -72.40855452513966
neg200mV 1us 12.592960502793296 20.0 14.7790814733095 496.0 0.6207736279707177 19.656473002787056 20.277246630757773 19.03569937481634 20.89802025872849 18.414925746845622 -71.40703949720671
neg200mV 1us 13.59447553072626 20.0 14.460987179155307 496.0 0.6964807309077399 19.619978941811194 20.316459672718935 18.923498210903453 21.012940403626672 18.227017479995716 -70.40552446927374
neg200mV 1us 14.59599055865922 20.0 14.213318899115084 496.0 0.7628577055170033 19.586894451072453 20.349752156589457 18.82403674555545 21.11260986210646 18.061179040038446 -69.40400944134078
neg200mV 1us 15.597505586592181 20.0 14.04098654492961 496.0 0.8432543656024467 19.541354650953654 20.3846090165561 18.698100285351206 21.227863382158546 17.85484591974876 -68.40249441340782
neg200mV 1us 16.59902061452514 20.0 13.941606920156424 496.0 0.8937377654784155 19.494444431485714 20.38818219696413 18.600706666007298 21.281919962442544 17.706968900528885 -67.40097938547486
neg200mV 1us 17.6005356424581 20.0 13.893757760411173 496.0 0.8979389411021189 19.458786986116245 20.356725927218363 18.560848045014126 21.254664868320482 17.662909103912007 -66.3994643575419
